name,state,lat,lon,population
Dhamtari,Chhattisgarh,20.70718,81.54874,101677
Chilakalurupet,Andhra Pradesh,16.08987,80.16705,101398
Malappuram,Kerala,11.04199,76.08154,101386
Banswara,Rajasthan,23.54109,74.4425,101017
Chirmiri,Chhattisgarh,23.19073,82.35314,100800
Itarsi,Madhya Pradesh,22.61477,77.76222,100574
Vasco da Gama,Goa,15.39585,73.81568,100485
Gangtok,Sikkim,27.32574,88.61216,100286
Datia,Madhya Pradesh,25.67312,78.45908,100284
Phagwara,Punjab,31.22452,75.77387,100146
Airoli,Maharashtra,19.15096,72.99625,100000
Luckeesarai,Bihar,25.1765,86.0947,99979
Shikohabad,Uttar Pradesh,27.108,78.58661,99678
Kasganj,Uttar Pradesh,27.80882,78.64579,99462
Khambhat,Gujarat,22.31744,72.61916,99164
Kohima,Nagaland,25.67467,94.11099,99039
Pandharpur,Maharashtra,17.67924,75.33098,98923
Kapurthala Town,Punjab,31.38011,75.38105,98916
Mahuva,Gujarat,21.09007,71.76904,98519
Silvassa,Dadra and Nagar Haveli and Daman and Diu,20.27386,72.99673,98265
Balangir,Odisha,20.70419,83.49029,98238
Mughal Sarai,Uttar Pradesh,25.28307,83.11968,98043
Nawada,Bihar,24.8867,85.54364,98029
Bhilai Charoda,Chhattisgarh,21.22305,81.45609,98008
Shamli,Uttar Pradesh,29.4497,77.30959,97966
Jharsuguda,Odisha,21.85531,84.00698,97730
Sadatpur Gujran,Delhi,28.72834,77.24817,97641
Chalisgaon,Maharashtra,20.45781,75.01596,97551
Villupuram,Tamil Nadu,11.93975,79.49244,97380
Amalner,Maharashtra,21.03983,75.05887,97369
Tellicherry,Kerala,11.74811,75.4929,97201
Manjeri,Kerala,11.12018,76.11996,97102
Birgaon,Chhattisgarh,21.30758,81.62793,96294
Barmer,Rajasthan,25.74572,71.39211,96225
Puth Kalan,Delhi,28.7116,77.07887,96002
Kuniyamuttur,Tamil Nadu,10.96376,76.95254,95924
Sardarshahr,Rajasthan,28.44062,74.491,95911
Sahibganj,Jharkhand,25.24425,87.63481,95890
Sanand,Gujarat,22.99227,72.38177,95890
Paramagudi,Tamil Nadu,9.54633,78.5907,95579
Zerakpur,Punjab,30.65622,76.82093,95553
Tiruchengode,Tamil Nadu,11.38016,77.89444,95335
Closepet,Karnataka,12.72181,77.28149,95167
Emmiganur,Andhra Pradesh,15.77203,77.48345,95149
Vaniyambadi,Tamil Nadu,12.68162,78.62014,95061
Kovilpatti,Tamil Nadu,9.17167,77.86989,95057
Parli Vaijnath,Maharashtra,18.85057,76.53163,94863
Mainpuri,Uttar Pradesh,27.22857,79.02882,94619
Khamgaon,Maharashtra,20.70738,76.56827,94604
Makrana,Rajasthan,27.04361,74.72445,94487
Allinagaram,Tamil Nadu,10.02737,77.47815,94453
Gudiyatham,Tamil Nadu,12.94601,78.87377,93973
Dhar,Madhya Pradesh,22.59373,75.29774,93917
Baraut,Uttar Pradesh,29.10199,77.26334,93544
Kalyani,West Bengal,22.9757,88.4337,93184
Doddaballapura,Karnataka,13.29452,77.53777,93105
Chirala,Andhra Pradesh,15.82385,80.35219,92942
Akot,Maharashtra,21.0963,77.0588,92637
Fatehpur,Rajasthan,27.99486,74.95628,92595
Gharroli,Delhi,28.6167,77.33207,92540
Rajpura,Punjab,30.47856,76.59284,92301
Ballarpur,Maharashtra,19.84696,79.34578,92146
Kot Kapura,Punjab,30.58061,74.82609,91979
Bhandara,Maharashtra,21.16817,79.64885,91845
Molarband,Delhi,28.50295,77.31442,91402
Rayachoti,Andhra Pradesh,14.05723,78.75056,91234
Kadayanallur,Tamil Nadu,9.07277,77.34152,90364
Valparai,Tamil Nadu,10.32691,76.95116,90353
Pollachi,Tamil Nadu,10.65825,77.0085,90180
Kavali,Andhra Pradesh,14.9163,79.99449,90099
Roha,Maharashtra,18.43687,73.11964,90000
Mancherial,Telangana,18.87074,79.42863,89935
Avaniyapuram,Tamil Nadu,9.88179,78.11255,89635
Muradnagar,Uttar Pradesh,28.78069,77.49865,89482
Ankleshwar,Gujarat,21.63236,72.99001,89457
Kadiri,Andhra Pradesh,14.11168,78.15982,89429
Shahdol,Madhya Pradesh,23.29356,81.3619,89289
Shrirampur,Maharashtra,19.62201,74.65699,89282
Mahoba,Uttar Pradesh,25.2905,79.87533,89170
Ramgarh,Jharkhand,23.6303,85.52156,88781
Contai,West Bengal,21.77985,87.74892,88702
Sangrur,Punjab,30.24506,75.84488,88615
Nirmal,Telangana,19.09685,78.34407,88433
Deoband,Uttar Pradesh,29.69505,77.67964,88171
Neyyattinkara,Kerala,8.39854,77.08586,88104
Tanda,Uttar Pradesh,26.54953,82.65841,88073
Kolar,Madhya Pradesh,23.16478,77.41893,87882
Jhumri Telaiya,Jharkhand,24.4349,85.52951,87867
Aruppukkottai,Tamil Nadu,9.5096,78.09588,87722
Faridkot,Punjab,30.67399,74.75579,87695
Madgaon,Goa,15.27501,73.95786,87650
Velampalaiyam,Tamil Nadu,11.13764,77.31064,87427
Jamui,Bihar,24.92606,86.22531,87357
Anjar,Gujarat,23.11316,70.02671,87183
Paralakhemundi,Odisha,18.77619,84.09504,87152
Jharia,Jharkhand,23.74079,86.41456,86938
Karaikal,Puducherry,10.91667,79.83333,86838
Kamthi,Maharashtra,21.21615,79.1973,86793
Hansi,Haryana,29.10239,75.96253,86770
Mayiladuthurai,Tamil Nadu,11.10354,79.655,86660
Anakapalle,Andhra Pradesh,17.69134,83.00395,86519
Maduravoyal,Tamil Nadu,13.0675,80.1632,86195
Sarni,Madhya Pradesh,22.10317,78.17159,86141
Dausa,Rajasthan,26.89,76.33584,85960
Paradip Garh,Odisha,20.31641,86.6085,85868
Hingoli,Maharashtra,19.71464,77.14238,85103
Baruni,Bihar,25.47509,85.96813,84888
Jeypore,Odisha,18.8563,82.5716,84830
Bijnor,Uttar Pradesh,29.373,78.13636,84593
Dhoraji,Gujarat,21.73359,70.45004,84545
Virappanchathiram,Tamil Nadu,11.35314,77.71253,84453
Balaghat,Madhya Pradesh,21.8156,80.18845,84261
Udhampur,Jammu and Kashmir,32.92431,75.13573,84015
Najibabad,Uttar Pradesh,29.61194,78.34274,84006
Idaiyarpalaiyam,Tamil Nadu,11.03937,76.92369,83908
Harihar,Karnataka,14.51288,75.80716,83219
Chilla Soroda Bangar,Delhi,28.59572,77.30189,83217
Sirsilla,Telangana,18.38865,78.81048,83186
Karauli,Rajasthan,26.49831,77.02755,82960
Mansa,Punjab,29.98844,75.40167,82956
Jangipur,West Bengal,24.47001,88.07659,82548
Gobindgarh,Punjab,30.67089,76.30192,82266
Saunda,Jharkhand,23.66453,85.32694,81915
Maraimalainagar,Tamil Nadu,12.79782,80.02502,81872
Ashoknagar,Madhya Pradesh,24.57578,77.73123,81828
Phulwari Sharif,Bihar,25.57765,85.07246,81740
Mhow,Madhya Pradesh,22.5589,75.76543,81702
Malout,Punjab,30.21121,74.4818,81406
Kadi,Gujarat,23.29908,72.33362,81404
Vijalpor,Gujarat,20.92212,72.90945,81245
Palakollu,Andhra Pradesh,16.5167,81.73,81199
Himatnagar,Gujarat,23.59893,72.96602,81137
Dholka,Gujarat,22.72732,72.44128,80945
Kotkapura,Punjab,30.5819,74.83298,80741
Bargarh,Odisha,21.33348,83.61905,80625
Kharghar,Maharashtra,19.04979,73.07024,80612
Kairana,Uttar Pradesh,29.39541,77.2054,80432
Brajarajnagar,Odisha,21.81667,83.91667,80403
Kamareddi,Telangana,18.32001,78.34177,80315
Palwancha,Telangana,17.58152,80.67651,80199
Manmad,Maharashtra,20.25334,74.43755,80058
Srikalahasti,Andhra Pradesh,13.75514,79.70143,80056
Kottagudem,Telangana,17.55106,80.61779,79819
Nawabganj,Uttar Pradesh,26.93129,81.19841,79246
Gokak,Karnataka,16.16901,74.82393,79121
Tikamgarh,Madhya Pradesh,24.74327,78.83061,79106
Arakkonam,Tamil Nadu,13.08449,79.67053,79080
Araria,Bihar,26.14934,87.51323,79021
Koch Bihar,West Bengal,26.32539,89.44508,78737
Kharakvasla,Maharashtra,18.43997,73.77545,78684
Bhadohi,Uttar Pradesh,25.39526,82.5703,78568
Katoya,West Bengal,23.64558,88.13258,78408
Medininagar,Jharkhand,24.03971,84.0658,78396
Washim,Maharashtra,20.11128,77.133,78387
Bagbera,Jharkhand,22.75948,86.19049,78356
Savarkundla,Gujarat,21.33726,71.3035,78354
Basoda,Madhya Pradesh,23.85153,77.93652,78289
Tanuku,Andhra Pradesh,16.75438,81.68143,77962
Gurdaspur,Punjab,32.03933,75.40318,77928
Edattala,Kerala,10.05639,76.38451,77811
Bodhan,Telangana,18.66208,77.88581,77573
Balrampur,Uttar Pradesh,27.42949,82.18545,77396
Baramula,Jammu and Kashmir,34.209,74.34285,77276
Karwar,Karnataka,14.81361,74.12972,77139
Dhulian,West Bengal,24.68127,87.9535,77070
Rabkavi-Banhatti,Karnataka,16.47,75.12,77004
Mawana,Uttar Pradesh,29.10288,77.92199,76973
Shirpur,Maharashtra,21.34821,74.88035,76905
Budge Budge,West Bengal,22.48275,88.18176,76837
Kundla,Gujarat,21.34222,71.30633,76809
Visnagar,Gujarat,23.69855,72.5521,76753
Kannauj,Uttar Pradesh,27.05524,79.9188,76714
Khajoori Khas,Delhi,28.70958,77.2587,76640
Neelankarai,Tamil Nadu,12.9495,80.2592,76600
Nagina,Uttar Pradesh,29.44433,78.43646,76593
Badagara,Kerala,11.59776,75.58142,76493
Fazilka,Punjab,30.40207,74.02836,76492
Electronic City Phase I,Karnataka,12.85492,77.6633,76348
Ratnagiri,Maharashtra,16.99154,73.31022,76229
Keshod,Gujarat,21.30328,70.24861,76193
Konnagar,West Bengal,22.70508,88.34446,76082
Chintamani,Karnataka,13.40051,78.05172,76068
Pammal,Tamil Nadu,12.975,80.13472,75870
Sindhnur,Karnataka,15.76983,76.75581,75837
Madhubani,Bihar,26.35367,86.07169,75736
Bodinayakkanur,Tamil Nadu,10.01171,77.34976,75680
Khadki,Maharashtra,18.5635,73.85205,75654
Dhrangadhra,Gujarat,22.99167,71.46793,75578
Tezpur,Assam,26.63333,92.8,75540
Srivilliputhur,Tamil Nadu,9.51272,77.63369,75396
Benipur,Bihar,26.05509,86.14557,75317
Paloncha,Telangana,17.60184,80.70509,75224
Jaora,Madhya Pradesh,23.63783,75.12711,74907
Tura,Meghalaya,25.51421,90.20239,74858
Gudur,Andhra Pradesh,14.15093,79.8521,74851
Narnaul,Haryana,28.04444,76.10833,74581
Balotra,Rajasthan,25.83242,72.24,74496
Kharar,Punjab,30.74632,76.64689,74460
Yadgir,Karnataka,16.77007,77.13755,74294
Harda,Madhya Pradesh,22.34414,77.09536,74268
Pilkhua,Uttar Pradesh,28.71271,77.656,74212
Ambajogai,Maharashtra,18.73312,76.38616,74114
Kapas Herd,Delhi,28.52614,77.08396,74073
Bela,Uttar Pradesh,25.92058,81.99629,73992
Rabkavi,Karnataka,16.47567,75.1106,73835
Bawana,Delhi,28.7982,77.03431,73680
Shahabad,Uttar Pradesh,27.6431,79.9402,73606
Virudhachalam,Tamil Nadu,11.51497,79.32824,73585
Chandpur,Uttar Pradesh,29.13489,78.27187,73555
Kasipalaiyam,Tamil Nadu,11.31984,77.70971,73425
Sikandarabad,Uttar Pradesh,28.45226,77.70004,73379
Virudunagar,Tamil Nadu,9.58509,77.95787,73273
Pattukkottai,Tamil Nadu,10.42358,79.31949,73135
Pusad,Maharashtra,19.91274,77.57838,73046
Tindivanam,Tamil Nadu,12.234,79.65551,72796
Chopda,Maharashtra,21.24578,75.29946,72783
Taliparamba,Kerala,12.04161,75.35927,72465
Sangareddi,Telangana,17.62477,78.08669,72344
Palghar,Maharashtra,19.69693,72.76543,72335
Dharapuram,Tamil Nadu,10.73828,77.53223,72291
Payyanur,Kerala,12.0935,75.20249,72111
Sheopur,Madhya Pradesh,25.66472,76.69616,71951
Channapatna,Karnataka,12.65143,77.20672,71942
Koyilandy,Kerala,11.4381,75.69306,71873
Faridpur,Uttar Pradesh,28.20997,79.54149,71783
Barauni,Bihar,25.4709,85.976,71660
Krishnagiri,Tamil Nadu,12.51921,78.21382,71323
Sopur,Jammu and Kashmir,34.28671,74.47228,71292
Rayagada,Odisha,19.17132,83.41428,71208
Zahirabad,Telangana,17.68138,77.60743,71166
Khopoli,Maharashtra,18.78562,73.34589,71141
Ratangarh,Rajasthan,28.08137,74.61854,71124
Markapur,Andhra Pradesh,15.73534,79.26848,71092
Kalamassery,Kerala,10.0614,76.32631,71038
Bolpur,West Bengal,23.66278,87.69695,70998
Panjim,Goa,15.49574,73.82624,70991
Ranaghat,West Bengal,23.17623,88.56667,70984
Bapatla,Andhra Pradesh,15.90422,80.46743,70777
Fatehabad,Haryana,29.51525,75.45554,70777
Beypore,Kerala,11.17151,75.80611,70751
Koppal,Karnataka,15.34522,76.15478,70698
Badvel,Andhra Pradesh,14.7451,79.06288,70626
Dadri,Uttar Pradesh,28.55257,77.55403,70609
Thenkasi,Tamil Nadu,8.96003,77.31525,70545
Suratgarh,Rajasthan,29.3215,73.89979,70536
Auraiya,Uttar Pradesh,26.46517,79.50918,70508
Palani,Tamil Nadu,10.45034,77.5209,70467
Nallur,Tamil Nadu,11.1003,77.39136,70115
Chamrajnagar,Karnataka,11.92312,76.93949,69875
Mithepur,Delhi,28.4974,77.31856,69837
Mangrol,Gujarat,21.12268,70.11484,69779
Basavakalyan,Karnataka,17.87445,76.94972,69717
Pul Pehlad,Delhi,28.49938,77.29104,69657
Chaibasa,Jharkhand,22.55038,85.80249,69565
Tripunittura,Kerala,9.94283,76.33331,69390
Shajapur,Madhya Pradesh,23.42637,76.27775,69263
Mettupalayam,Tamil Nadu,11.29971,76.93485,69213
Sunam,Punjab,30.12883,75.79943,69069
Bhawanipatna,Odisha,19.90717,83.16697,69045
Ziauddin Pur,Delhi,28.70873,77.27654,68993
Jamkhandi,Karnataka,16.50461,75.29146,68938
Basmat,Maharashtra,19.32872,77.15746,68846
Taj Pul,Delhi,28.49482,77.30587,68796
Kayamkulam,Kerala,9.18173,76.50093,68634
Dharmapuri,Tamil Nadu,12.1277,78.15794,68619
Bisalpur,Uttar Pradesh,28.29253,79.80472,68355
Attili,Andhra Pradesh,16.7,81.6,68196
Cumbum,Tamil Nadu,9.73647,77.2847,68090
Munnar,Kerala,10.08818,77.06239,68000
Panipat Taraf Makhdum Zadgan,Haryana,29.41607,76.98831,67998
Nabha,Punjab,30.37577,76.15292,67972
Bihat,Bihar,25.42534,86.02083,67952
Samastipur,Bihar,25.86222,85.77953,67925
Karanja,Maharashtra,20.48273,77.48857,67907
Sitamarhi,Bihar,26.59357,85.4906,67818
Rajsamand,Rajasthan,25.07145,73.8798,67798
Malkapur,Maharashtra,20.88555,76.19932,67740
Modasa,Gujarat,23.46253,73.29857,67648
Jaisalmer,Rajasthan,26.91763,70.90387,67604
Buldana,Maharashtra,20.52933,76.18457,67431
Dhenkanal,Odisha,20.65744,85.59693,67414
Urun-Islampur,Maharashtra,17.05,74.26667,67391
Gopalganj,Bihar,26.46734,84.44041,67339
Bongaigaon,Assam,26.47703,90.55815,67322
Sangamner,Maharashtra,19.56784,74.21154,67309
Haveri,Karnataka,14.79354,75.40448,67102
Mannargudi,Tamil Nadu,10.66626,79.45064,66999
Jhalawar,Rajasthan,24.59633,76.16499,66919
Tarn Taran,Punjab,31.45191,74.92777,66847
Siddipet,Telangana,18.10483,78.84858,66737
Bellampalli,Telangana,19.05577,79.493,66660
Barbil,Odisha,22.10194,85.37752,66540
Koratla,Telangana,18.82154,78.71186,66504
Rishikesh,Uttarakhand,30.10778,78.29255,66390
Goyerkata,West Bengal,26.69984,89.02565,66358
Mandamarri,Telangana,18.96506,79.47475,66176
Puliyankudi,Tamil Nadu,9.17489,77.39799,66034
Palasa,Andhra Pradesh,18.77257,84.41012,65833
Gohana,Haryana,29.13777,76.70247,65708
Pulivendla,Andhra Pradesh,14.42139,78.22502,65706
Chengalpattu,Tamil Nadu,12.69184,79.97661,65689
Wadgaon Kolhati,Maharashtra,19.84307,75.236,65620
Ladnun,Rajasthan,27.65312,74.39993,65575
Supaul,Bihar,26.11527,86.59509,65437
Gangarampur,West Bengal,25.40138,88.52978,65316
Ramanathapuram,Tamil Nadu,9.37158,78.83077,65314
Jagraon,Punjab,30.78783,75.47391,65305
Sinnar,Maharashtra,19.84505,73.99866,65299
Kopargaon,Maharashtra,19.88239,74.47605,65273
Alipur Duar,West Bengal,26.4835,89.52286,65232
Tandur,Telangana,17.24849,77.57698,65115
Khatauli,Uttar Pradesh,29.27844,77.73302,64731
Viraraghavapuram,Tamil Nadu,13.07306,80.10778,64698
Siuri,West Bengal,23.90806,87.52773,64659
Bina,Madhya Pradesh,24.17161,78.18755,64529
Palitana,Gujarat,21.52519,71.82309,64497
Chaumu,Rajasthan,27.16955,75.72226,64417
Halol,Gujarat,22.50321,73.47242,64265
Kodar,Telangana,16.9985,79.9656,64234
Bangarda Chhota,Madhya Pradesh,22.74354,75.81448,64213
Tadepalle,Andhra Pradesh,16.48333,80.6,64149
Tirupattur,Tamil Nadu,12.49239,78.56804,64125
Chinnachowk,Andhra Pradesh,14.47516,78.8354,64053
Bishnupur,West Bengal,23.0738,87.31991,64041
Amur,Telangana,18.79284,78.27666,64023
Baheri,Uttar Pradesh,28.77416,79.4974,63953
Nawalgarh,Rajasthan,27.85161,75.27384,63948
Anaiyur,Tamil Nadu,9.96152,78.1118,63917
Kunnamkulam,Kerala,10.64667,76.06695,63903
Raghogarh,Madhya Pradesh,24.44318,77.19768,63873
Tohana,Haryana,29.71332,75.90441,63871
Jatani,Odisha,20.15975,85.70742,63697
Arni,Tamil Nadu,12.66771,79.28529,63671
Chik Ballapur,Karnataka,13.43512,77.72787,63652
Dhubri,Assam,26.01856,89.98564,63388
Borsad,Gujarat,22.40788,72.89817,63377
Gadwal,Telangana,16.23504,77.79556,63177
Piduguralla,Andhra Pradesh,16.47926,79.88632,63103
Sheikhpura,Bihar,25.13994,85.84096,62927
Sirsi,Karnataka,14.62072,74.83554,62882
Nipani,Maharashtra,16.399,74.38285,62865
Kannur,Kerala,11.86752,75.35763,62836
Bari,Rajasthan,26.64661,77.61634,62721
Nokha,Rajasthan,27.56155,73.47141,62699
Vinukonda,Andhra Pradesh,16.0531,79.73964,62550
Renukut,Uttar Pradesh,24.21641,83.0358,62413
Nagari,Andhra Pradesh,13.32139,79.58557,62253
Chidambaram,Tamil Nadu,11.39933,79.69144,62153
Dabwali,Haryana,29.94906,74.73832,62113
Sibsagar,Assam,26.98427,94.63784,62104
Narwana,Haryana,29.59903,76.11927,62090
Okha,Gujarat,22.46756,69.07002,62052
Nani Daman,Dadra and Nagar Haveli and Daman and Diu,20.41431,72.83236,62000
Kuchaman,Rajasthan,27.14745,74.85655,61969
Nimbahera,Rajasthan,24.62166,74.67999,61949
Siddhapur,Gujarat,23.91783,72.37212,61867
Diphu,Assam,25.84341,93.43116,61797
Attur,Tamil Nadu,11.59414,78.60143,61793
Rayadrug,Andhra Pradesh,14.69971,76.85241,61749
Rath,Uttar Pradesh,25.59474,79.5666,61728
Cheruvannur,Kerala,11.19033,75.82833,61614
Vriddhachalam,Tamil Nadu,11.5183,79.32411,61498
Barh,Bihar,25.48339,85.70928,61470
Shahada,Maharashtra,21.54538,74.47106,61376
Dabra,Madhya Pradesh,25.88572,78.33221,61277
Udumalaippettai,Tamil Nadu,10.58806,77.24779,61133
Tiptur,Karnataka,13.2563,76.47768,60957
Sahaswan,Uttar Pradesh,28.07227,78.75082,60953
Wanparti,Telangana,16.36738,78.06889,60949
Sirhind,Punjab,30.64321,76.38421,60847
Bardoli,Gujarat,21.12297,73.11151,60821
Mokameh,Bihar,25.39662,85.9219,60678
Arambagh,West Bengal,22.88333,87.78333,60639
Poonamalle,Tamil Nadu,13.04888,80.11488,60607
Keonjhargarh,Odisha,21.6318,85.59686,60590
Bhadravati,Maharashtra,20.1001,79.11442,60565
Panruti,Tamil Nadu,11.77662,79.55269,60323
Ilkal,Karnataka,15.95923,76.11351,60242
Kiratpur,Uttar Pradesh,29.50671,78.20613,60223
Vrindavan,Uttar Pradesh,27.58105,77.69662,60195
Kodungallur,Kerala,10.23263,76.19513,60190
Nedumangad,Kerala,8.60267,77.00139,60161
Bangaon,Bihar,25.86728,86.51152,60000
Narsimhapur,Madhya Pradesh,22.94936,79.18357,59966
Ponnur,Andhra Pradesh,16.07114,80.54944,59913
Kathua,Jammu and Kashmir,32.36941,75.52539,59866
North Lakhimpur,Assam,27.23517,94.10357,59841
Masaurhi Buzurg,Bihar,25.35417,85.03195,59803
Nerkunram,Tamil Nadu,13.06194,80.20944,59790
Shegaon,Maharashtra,20.7932,76.69921,59672
Mandideep,Madhya Pradesh,23.08166,77.53328,59654
Pachora,Maharashtra,20.66727,75.35305,59609
Gobichettipalayam,Tamil Nadu,11.45496,77.4422,59523
Gangoh,Uttar Pradesh,29.78004,77.26346,59519
Itanagar,Arunachal Pradesh,27.08694,93.60987,59490
Jaitpur,Haryana,28.50647,77.32976,59330
Narasapur,Andhra Pradesh,16.43425,81.69845,59306
Dhone,Andhra Pradesh,15.3952,77.8715,59272
Rajgarh,Rajasthan,28.64201,75.38612,59193
Ullal,Karnataka,12.80569,74.86058,59116
Panna,Madhya Pradesh,24.72094,80.18772,59091
Gola Gokarannath,Uttar Pradesh,28.07837,80.47054,58986
Gohad,Madhya Pradesh,26.43278,78.44205,58939
Wani,Maharashtra,20.05507,78.95313,58840
Thiruvarur,Tamil Nadu,10.77269,79.6368,58777
Upleta,Gujarat,21.74015,70.28256,58775
Nuzvid,Andhra Pradesh,16.78854,80.84593,58590
Lonavla,Maharashtra,18.75275,73.40575,58562
Una,Gujarat,20.82318,71.03795,58528
Sillod,Maharashtra,20.30303,75.65284,58230
Sira,Karnataka,13.74155,76.9043,57928
Chikhli,Maharashtra,20.35046,76.25774,57889
Jhargram,West Bengal,22.45384,86.99497,57796
Kagaznagar,Telangana,19.33159,79.46605,57583
Bhatapara,Chhattisgarh,21.735,81.94711,57537
Kasibugga,Andhra Pradesh,18.75927,84.41613,57507
Hasanpur,Uttar Pradesh,28.72249,78.28436,57481
Lohardaga,Jharkhand,23.43305,84.67992,57411
Jahangirabad,Uttar Pradesh,28.40549,78.10588,57363
Sherkot,Uttar Pradesh,29.32704,78.57429,57361
Katras,Jharkhand,23.79752,86.29834,57349
Macherla,Andhra Pradesh,16.47635,79.43533,57290
Naksalbari,West Bengal,26.6827,88.22001,57283
Sankarankovil,Tamil Nadu,9.17048,77.54107,57277
Mulbagal,Karnataka,13.16352,78.39346,57276
Kandukur,Andhra Pradesh,15.21542,79.9039,57246
Tiruvalla,Kerala,9.3816,76.57489,57223
Roshanpura,Delhi,28.60057,76.98918,57217
Ponnuru,Andhra Pradesh,16.06547,80.55203,57170
Kollegal,Karnataka,12.15449,77.11051,57149
Mukandpur,Delhi,28.73944,77.18315,57135
Unjha,Gujarat,23.80366,72.39101,57108
Chhibramau,Uttar Pradesh,27.14872,79.50078,57071
Tilhar,Uttar Pradesh,27.96282,79.73827,57043
Lunglei,Mizoram,22.89247,92.74218,57011
Hoskote,Karnataka,13.0707,77.79814,56980
Byasanagar,Odisha,20.95569,86.12643,56946
Bada Barabil,Odisha,22.11186,85.38684,56870
Samalkot,Andhra Pradesh,17.05675,82.17639,56864
Karimganj,Assam,24.86919,92.35543,56854
Bobbili,Andhra Pradesh,18.57366,83.35925,56819
Mettur,Tamil Nadu,11.78796,77.8008,56743
Sattenapalle,Andhra Pradesh,16.39381,80.15221,56721
Tirurangadi,Kerala,11.04316,75.92337,56632
Tennala,Kerala,10.99342,75.93504,56546
Chakradharpur,Jharkhand,22.67611,85.62892,56531
Sendhwa,Madhya Pradesh,21.68562,75.09622,56485
Talegaon Dabhade,Maharashtra,18.73502,73.67561,56435
Hiriyur,Karnataka,13.94455,76.61723,56416
Anjangaon,Maharashtra,21.16516,77.3091,56380
Charkhi Dadri,Haryana,28.59166,76.27161,56337
Ujhani,Uttar Pradesh,28.00311,79.00821,56309
Bankra,West Bengal,22.60291,88.27751,56273
Dabhoi,Gujarat,22.18333,73.43333,56253
Teghra,Bihar,25.49043,85.94001,56234
Obra,Uttar Pradesh,24.41863,82.98797,56110
Tiruvallur,Tamil Nadu,13.14376,79.90889,56074
Mandapeta,Andhra Pradesh,16.86254,81.92921,56063
Tirur,Kerala,10.91368,75.92118,56058
Ropar,Punjab,30.96896,76.52695,56038
Namakkal,Tamil Nadu,11.22126,78.16524,55997
Arcot,Tamil Nadu,12.90569,79.31897,55955
Laharpur,Uttar Pradesh,27.70827,80.90256,55911
Viramgam,Gujarat,23.12564,72.05014,55821
Islampur,West Bengal,26.26541,88.18982,55691
Karad,Maharashtra,17.28937,74.18183,55663
Yanam,Andhra Pradesh,16.73308,82.21364,55626
Abu Road,Rajasthan,24.48012,72.78186,55599
Raxaul,Bihar,26.97982,84.85065,55536
Moonniyur,Kerala,11.05972,75.90311,55535
Barwani,Madhya Pradesh,22.03232,74.89982,55504
Kottayam,Kerala,9.58692,76.52132,55374
Tiruttangal,Tamil Nadu,9.48333,77.83333,55362
Petlad,Gujarat,22.47681,72.79995,55330
Jalaun,Uttar Pradesh,26.1451,79.3366,55299
Periya Semur,Tamil Nadu,11.36088,77.68952,55282
Madhupur,Jharkhand,24.27419,86.63929,55238
Dhuri,Punjab,30.36846,75.86791,55225
Challakere,Karnataka,14.318,76.65165,55194
Etawa,Madhya Pradesh,24.18351,78.20289,55185
Chiplun,Maharashtra,17.53339,73.50935,55139
Mandla,Madhya Pradesh,22.59879,80.37115,55133
Bhimunipatnam,Andhra Pradesh,17.89017,83.45203,55082
Mawlai-Mawiong,Meghalaya,25.62322,91.88175,55012
Kavanur,Tamil Nadu,12.99623,80.07514,54986
Pithapuram,Andhra Pradesh,17.1168,82.25284,54859
Kandi,West Bengal,23.95946,88.04018,54848
Idappadi,Tamil Nadu,11.58624,77.83891,54823
Sahibabad Daulotpur,Delhi,28.74705,77.11465,54773
Punganuru,Andhra Pradesh,13.36672,78.57186,54746
Ghatal,West Bengal,22.66244,87.73399,54658
